text,label
"Machine Learning Research Group - UW-Madison Research on information retrieval and extraction, bioinformatics, connectionist models, hybrid systems. ",0
"SorBose Provides templates with sounds, menus, banners, intros, and preloaders on a CD. ",7
"Modulopt Optimization Routines Fortran 77 codes for unconstrained, bound constrained, and nonlinearly constrained optimization. ",13
"AD-net Technology Co., Ltd. Taiwanese manufacturer of optical access hardware including switches, SDH &amp; PDH systems, GEPON &amp; interface converters. ",5
"Free Software Foundation Europe Non profit organization working to create general understanding and support for software freedom. Includes news and events listings, press information, and a document archive. ",12
"AND Corporation Provider of application development services, software systems, and licensor of the Holographic/Quantum Neural Technology (HNeT). ",0
"Metro Training College Kathu Computer training and short secretarial courses, ICDL, A+, N+, Programming. Located in South Africa. ",6
"Simon, Herbert A. Late Professor at Carnegie Mellon University. One of the founders of Artificial Intelligence. Research mainly in modeling and simulation of human cognition. ",0
"SOFSEM 2006 32nd International Conference on Current Trends in Theory and Practice of Computer Science. Merin, Czech Republic; 21--27 January 2006. ",3
"Institute for Process Control and Robotics - University of Karlsruhe (Germany) Research on Machine Learning in Robotics, Factory Automation, and Assistance Systems. ",0
"Netphiles, Inc. Design, hosting, search engine submission, internet services, domain registration, marketing and network services. ",9
"Global Systems Pte Ltd. Security products to encrypt web services such as webmail, and keyboard-based biometric authentication. ",15
"Center for Intelligent Robotics CRI is a UNINOVA research group that specializes in sensorial systems, robotic systems, autonomous agents, and social implication of automation. ",14
"USBee Provides mixed signal oscilloscope, logic analyzer, signal generator, frequency counter, using the USB bus. ",8
Bolt Computer Services LLC Providing on-site computer repair services for home and small business users in the Southwest Downtown Portland area. ,4
"Cool Free Ringtones Offers free monophonic and polyphonic ringtones, wallpapers and animated screensavers. ",10
First Bite of the Apple Provides customized and standardized Internet training. Specialist Macintosh training for beginners and more advanced users. Located in New Zealand. ,6
Debian-news.net News about Debian and derivatives. ,16
WinDevTools.com - COM Directory of COM components. ,13
GotVMail Communications Offers toll free unified messaging services throughout the United States. ,5
ITpassZone Offers a test simulator for a wide range of certifications. ,6
DotSoft Developers of productivity add-ons covering most aspects of working with AutoCAD. ,1
Gibraltar Firewall Debian/Linux based professional Firewall solution. Includes comfortable Webinterface and IPSec VPN. ,15
"4INFO Offers a mobile search service via SMS, WAP, email, and on the web. ",10
"IBM WebSphere MQ Everyplace Connects mobile and wireless applications with the enterprise using secure and dependable messaging middleware. It supports JMS, J2ME and connects with WebSphere MQ (MQSeries). ",13
"PageTech The PCLTool SDK offers range of tools and programs for PCL conversion, transformation, and stream editing. PCLWorks provides GUI programs to access PCLTool functionality. ",5
"Inalambrik S.A. A business integrated solution provider company, focusing in the convergence of cellular mobility, computing power of hand held devices and the Internet. ",10
"LXE Rugged mobile computing solutions, wireless networking, barcoding, and RF data collection networks. ",10
Context Sensitive Languages and Linear Bounded Automata A set of slides defining these terms and showing that context sensitive languages are accepted by linear bounded automata. ,3
"Wu, Yingnian Stochastic generative models for complex visual phenomena. ",0
"Wavenet Provides services such as server management, remote monitoring and maintenance, network security and disaster recovery. ",15
Jones on Stepping Motors A tutorial on the use of computer controlled stepping motors. ,14
"GNU Project - Texinfo Free Software Foundation page on their utilities that generate online help and printed manuals from the same information, called Info. Includes online manual in many formats. ",5
WAPmatic Personal WAP Hosting. WAP homepage generator. ,10
A+Templates Offers selection of HTML and Flash templates for various themes. Graphics mostly in Photohop format. Membership required. ,7
"Honeyd Small daemon that creates virtual hosts on a network (honeypot). Can be used as a virtual honeynet or for network monitoring. For *BSD, GNU/Linux, and Solaris. ",15
"Teleostec Provider of wire-free, fast internet solutions and professional resources to customers and partners throughout the UK. ",5
Gujarat4u - SMS send free SMS to any Idea mobile subscribers from the Gujarat state of India. ,10
"A-1 Technology, Inc. Providers of offshore software development, website design, and web application development. Clients include financial services, ecommerce, healthcare, and media companies. ",2
"Magellan.edu Online and instructor-led certification courses available in Microsoft, Cisco, Linux, A+, Network+, Java, and Webmaster certification. ",16
"Packet Sniffing Guide -SuraSoft.com Guide to packet sniffing, including sniffer links, sniffer defence and online downloadable crash course ",15
"The Mac Observer Daily news, reviews, and opinions about all things Apple and Mac. ",17
"Vector Japan Manufacturer of software tools and software components for networking in electronic systems based on CAN, LIN, MOST, and FlexRay. ",2
CFCustomtags.com Collection of custom tags organized and suggested by site visitors. ,13
"Andy's solar-bug Tutorials, schematics, technical explanations and do-it-yourself instructions for the solar powered robot builder. Hall of fame list with pictures of inducted robots and a list of parts available for purchase. ",14
Free Code 39 font Free Code 39 true type bar code font. This font supports the 43 characters of the Code 39 symbology. ,7
