file_name,text,class,Y
1578774.txt,"Ontario Regional Narcotics Anonymous Meetings, conventions, links, and information about NA in the Province of Ontario, Canada. ",Addictions,0
Health_1627518.txt,"Boca Fertility Provides details of services, staff, and fees, with patient information, testimonials, and descriptions of conditions treated. Boca Raton. ",Reproductive,11
1607616.txt,"Community Blood Bank Center A non-profit blood bank serving California's southern desert region since 1972. (Rancho Mirage, CA) ",Medicine,4
1620702.txt,Acthrel Full prescribing information from RxList. ,Pharmacy,8
1623362.txt,"Farmingdale Physical Therapy NY based centre providing treatment for patients with orthopedic and neurologic conditions, sports and those in need of post-operative care. ",Professions,9
1621970.txt,"Stimulant Drugs for ADHD and ADD General and specific discussion of several stimulants, including Ritalin, Adderall, and Concerta. ",Pharmacy,8
1619048.txt,"Harding, Lars Offers personalized services to help individuals and groups attain a healthy and fit lifestyle through coaching and seminars throughout Los Angeles, USA. ",Nutrition,7
1623177.txt,"Enlightened Birth Midwifery Services Payson. Cathy O'Bryant. Includes FAQ, waterbirth information, and testimonials. ",Professions,9
1580895.txt,"Vista Coaching Life coach Liz Riversdale offers a range of coaching services, vision, and testimonials. ",Alternative,1
1618287.txt,"Army Nurse Corps Officially established by an Act of Congress, February 2, 1901. United States Army Nurses - professionals serving mankind whether during times of conflict or peace. ",Nursing,6
Health_and_Safety_1625961.txt,"Sacramento County Sheriff's Mounted Search &amp; Rescue A non-profit organization of volunteers, serving local and regional professionals in emergency response, using canines. Dedicated to locating and rescuing missing people and providing safety education in the Sacramento Valley Region. ",Public,10
Health_1616997.txt,The Newbury Bypass - A Letter to My Father Martin Sheppard's letter to his late father about events connected with the opening of the controversial Newbury Bypass in southern England. ,Mental,5
1619178.txt,Pooling Project of Prospective Studies of Diet and Cancer Ongoing study gathering information from dozens of groups about the relationship between diet and cancer. ,Nutrition,7
1582882.txt,"Living Energy Natural Health Centre Radka Ruzicka, Practitioner in Alberta, Canada. ",Alternative,1
1617926.txt,"City University, London Offering study options in nursing and midwifery through the St Bartholomew School of Health Studies in the city of London and Islington. ",Nursing,6
and_Diseases_1592421.txt,e-Michigan Deaf and Hard of Hearing Website set up by the Michigan Coalition for Deaf and Hard of Hearing People to address issues of importance to people with hearing loss. ,Conditions,3
1586026.txt,"Lilydale Veterinary Centre Small animal practice treating cats, dogs, exotics and pocket pets. Provides details of the vets, staff, location and surgery hours. Newsletter available. ",Animal,2
Health_1626869.txt,"Options Abortion Clinic Operates three clinics in Australia. Describes their services, including counseling, first-trimester abortion, ultrasound examination, contraceptive advice and vasectomy. ",Reproductive,11
1621850.txt,Rifadin Full prescribing information from RxList. ,Pharmacy,8
1580535.txt,"The Wellness Institute A preventative medicine clinic specializing in executive physical exams, anti-aging medicine and holistic, health care at Boyne Highlands Resort, Harbor Springs, Michigan. ",Alternative,1
1586375.txt,"Veterinarian Directory A list over of 29,000 veterinarians, veterinary clinics and emergency veterinary services in the United States. ",Animal,2
Health_and_Safety_1626035.txt,"Socorro Search and Rescue Located in New Mexico. Includes team description, membership and training requirements, equipment, and gallery. ",Public,10
1621547.txt,"MedlinePlus: Nicotine Oral Inhalation Features information about dosage, usage, warnings, and side effects. ",Pharmacy,8
1619069.txt,"Gretchen Scalpi, RD, CDE Provides nutritional advice, diet counseling, and personalized nutritional health assessment. Specializes in diabetes education and modified diets. ",Nutrition,7
and_Diseases_1592184.txt,Thrombosis Research Institute A multidisciplinary organization concerned with the interrelated problems of thrombosis and atherosclerosis. Provides articles for professionals and consumers. ,Conditions,3
Health_1627818.txt,"Lamaze Includes information on pregnancy, birth, a new baby or new parents. ",Reproductive,11
Health_1615128.txt,"First Person Plural Webring Mostly personal homepages, but many sites (personal and otherwise) of interest. ",Mental,5
1618458.txt,"Connecticut Registered Nursing Licensing (RN) Information, laws, licensure, online verification. ",Nursing,6
1578329.txt,Gateway Rehabilitation Center: EAP Employee Assistance Program with several locations in Pennsylvania and Ohio. ,Addictions,0
1612127.txt,"Fred P. Nath A UK Neurosurgeon's homepage intended for all those seeking information about what neurosurgeons do. Contains information (with some video) on trigeminal neuralgia, acoustic neuroma and disc surgery. ",Medicine,4
1584673.txt,"Hyperthyroidism in Cats A fact sheet about this condition, also called thyrotoxicosis, from Cornell Feline Health Center. ",Animal,2
1619360.txt,"Society for Nutrition Education (SNE) For professionals involved with nutritional education and health promotion, providing an annual conference, journals, membership, jobs, and resources. ",Nutrition,7
1579056.txt,"Stop Smoking Coach Offers custom programs for individuals, couples, and workplace groups. ",Addictions,0
1618991.txt,"The Food Doctor Nutritionists offering professional advice for everyday life and other aspects of nutrition, including food allergies, weight management, digestive disorders and hormonal health. ",Nutrition,7
Health_1628673.txt,"East Hill Woods Retirement Community Lifecare retirement community located in Southbury which offers seniors independent living, assisted living and skilled nursing. ",Senior,12
1619205.txt,"Lutein - The Vision Carotenoid Simple and clear information on role of lutein, a plant carotenoid deficient in most western diets, in vision, especially the prevention of 'age-related macular degeneration', as well as overall health, from the 'Lutein Information Bureau' in USA. ",Nutrition,7
and_Diseases_1596843.txt,WHO: Global Programme to Eliminate Lymphatic Filariasis Provides information on the progress of this programme which was launched in 1997 and which is being implemented in 27 countries. ,Conditions,3
1579049.txt,Hypnotism for Quitting Smoking No effectiveness claim made. Located in Australia. ,Addictions,0
1579997.txt,Good Use of Self Lessons with Robert H. Schweitzer in Montreal. ,Alternative,1
Health_1614279.txt,"National Institute of Marriage Intensive marriage counseling programs designed primarily for couples who are struggling in their marriage and are in crisis. Details about conferences, and the programs offered. Hollister, Missouri. ",Mental,5
1619426.txt,"Maryland School Nutrition Association State body organising awards, events, creditation, information, membership and a convention. ",Nutrition,7
Health_and_Safety_1623619.txt,"Medscape Public Health and Prevention Journal articles, free continuing education, case reports, medical news, conference coverage, and patient education resources on a variety of public health topics. [Requires free registration.] ",Public,10
Health_1627174.txt,"Elizabeth New Life Center Located in Kettering, Dayton, and Monroe. Offers pregnancy testing, ultrasound, referrals, abortion recovery, and maternity and baby supplies. ",Reproductive,11
Health_1627711.txt,"Miracles Waiting, Inc. Non-profit organization dedicated to providing up-to-date information on all aspects of embryo donation. Includes clinic locator, embryo facts and donor services information. ",Reproductive,11
1605669.txt,"Bellevue Hospital A voluntary, not-for-profit healthcare facility. Hospital departments and services, community health programs, and a visitor's information guide. (Bellevue) ",Medicine,4
